epoch,train,val,rg,ree,nu,delta,a0
21,0.7647395332654318,0.663512647151947,0.0013071832791073934,0.054828941184634106,0.23770114793097852,-0.1879139386478057,0.22925899081243317
22,0.7731882532437643,0.6338319182395935,-0.006144897812470296,0.02863438426036158,0.32937675170775116,-0.12409578058503823,0.2840555977164836
23,0.7586906552314758,0.6248432397842407,0.006514656975212696,0.05057023041287423,0.33193896228334085,-0.12296282513797885,0.309807778606374
24,0.7851671576499939,0.6291226148605347,-0.039985552874418406,0.01669724395327099,0.3499479300990178,-0.12559926568047386,0.32731880346602527
25,0.7498740156491598,0.6306356191635132,-0.01489426689107809,0.047356634104592565,0.3154776655487119,-0.13989743680741706,0.32549297627850093
26,0.7569431066513062,0.605363130569458,0.09666979425014699,0.1328663138357734,0.2530060060328685,-0.07575665783662577,0.3452183709296809
27,0.734688957532247,0.7849140167236328,-0.331229604973458,-0.4000791215740642,0.16512600748502926,-0.38963999368318425,0.3383044270959772
28,0.7729103167851766,0.5718926787376404,0.10990049281044045,0.15378141214362961,0.3829793216505758,-0.07200205914499214,0.3809221763564178
29,0.7453650633494059,0.5837270617485046,0.06972159524324029,0.14363047014194397,0.39219521166818694,-0.10808072476574337,0.36645635048461267
30,0.7268785039583842,0.6698706150054932,-0.1446005692706247,-0.0665860188001377,0.36487954887807095,-0.23896740340848255,0.29964634693702497
31,0.7295742432276408,0.6004428863525391,0.038960694595648215,0.13913376154948787,0.37153926100064416,-0.10327007676287936,0.3067591728957715
32,0.7107913692792257,0.626931369304657,-0.026843834617627182,0.05443804467121094,0.3841136229685943,-0.15961460404186534,0.2929092590036473
33,0.709248681863149,0.6456373929977417,-0.036282085959057575,0.030100209378117193,0.34743660387243047,-0.1738537186883189,0.25507977605024146
34,0.7088854312896729,0.5843889713287354,0.08681965146035842,0.15052879979916822,0.3843659988480276,-0.05353529676262214,0.3042663916238225
35,0.6663851936658224,0.6639457941055298,-0.09716471336253307,-0.032007136546331916,0.35468253517036585,-0.19434857350854284,0.2453407192660617
36,0.683407704035441,0.6065950989723206,0.0406721159326886,0.11297292036968754,0.3574782367123571,-0.06332911731809565,0.2678830624804226
37,0.6621471842130026,0.6460781693458557,0.010984776948637864,0.06762075352954833,0.27326185883459586,-0.14364267936000696,0.24275730742147805
38,0.6636879245440165,0.6271842122077942,-0.004421648511541143,0.06675606982961069,0.33049814833519786,-0.09186129371059604,0.2645074701218244
39,0.6540313959121704,0.6514751315116882,-0.11271980009433236,0.0051273696924079015,0.3408527986086267,-0.1550298304879758,0.2869376264316278
40,0.6296727259953817,0.6000038981437683,0.0691874041944125,0.16381221419994674,0.3120439686947962,-0.01948777593714346,0.25932801806381944
41,0.641484280427297,0.7130192518234253,-0.18588503358012387,-0.04165042838670563,0.2552081967247436,-0.2838552388948332,0.20125402639510814
42,0.6398276090621948,0.63535076379776,-0.014282459660915459,0.11474837086135237,0.2823450298800668,-0.08497842679850098,0.2299759297428151
43,0.6031913558642069,0.6344908475875854,-0.0026315286958167317,0.14397013050219531,0.27633595546953094,-0.09272696881674203,0.21682374791311976
44,0.6147512992223104,0.6636438965797424,-0.04668134003970348,0.045114978788161286,0.28485394303443345,-0.12106797473700537,0.16067502449445425
45,0.6110265254974365,0.7077220678329468,-0.19163690284292167,-0.07707235148264369,0.27212771489085263,-0.2506470500038662,0.21898807412209187
